musical_title,rate,review_title,review_text,review_date
미스터쇼(Mr.SHOW),3,미세스쇼도 제작해주세요,제작자님혹시 생각 있으시면 남성 관객들을 위한 쇼도 제작해주실 생각 없으세요?!,2020.09.12
미스터쇼(Mr.SHOW),4,언제 돌아오나요?!,올해 공연은 하나요?,2020.07.16
미스터쇼(Mr.SHOW),5,섹시함에 열광,남자의 섹시함에 열광하는 전무후무한 공연!,2020.05.04
미스터쇼(Mr.SHOW),3,이제는 바뀌었으면 좋겠어요,몇년 전 미스터쇼를 처음 관람했을때 한국에서 유일무이한 여성들만을 위한 공연으로 새롭기도하고 나름 즐기며 재밌게 봤습니다.그런데 새로운 시즌을 할때마다 매번 드는 생각은이번엔 좀 바뀌었겠지? 다음엔 달라지겠지....미스터와 엠씨를 얘기하는게 아닙니다 연출과 무대구성 음악 의상 등.... 그렇게 멋지고 피지컬 좋은분들을 데려다가 좀 더 멋지게 고급스럽게 할수있을텐데 왜 몇년 째 모든게 같은건지 무슨 틀린그림찾기 하는것도 아니고 리믹스버전 바뀐거 안무 조금 바뀐거.... 찾기 힘드네요 물론 한번 보고 안보는사람들도 있겠지만 몇년째 보고 여러번 보는사람들이 꽤 많은데 이젠 새로운것 좀 보고싶어요 촌스러운거 말구요 더 세련되고 고급스럽게바꿔주세요 말로만 고급스러운 섹시함이라고 하지마시고 그만한 연출력 없으신분도 아니고 돌아오는 시즌엔 바뀐게 있길 바랍니다 그리고 배우분들 엠씨분들은 너무 멋집니다 매년 덕분에 즐기고 있어요!,2020.03.05
미스터쇼(Mr.SHOW),5,저는 잼있기도 했지만 좀 부끄러웠는디  어무니는 그저,귀여웠다고 하셨습니다.... 네....제가 어무니를 너무 과소평가 했나봐여 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020.02.27
미스터쇼(Mr.SHOW),5,올해시즌좀요,언제 오픈이죠? 급해요..혈중 미쇼농도 너무 낮아짐..배우님들 많이 안바뀌엇으면 하네요..정들어써...,2020.02.27
미스터쇼(Mr.SHOW),5,어서 돌아와요,합정으로..,2020.02.27
미스터쇼(Mr.SHOW),5,이것은,1. 없는 ??가 스는느낌이랄까 2. 이 좋은공연을 왜 막공때 알았을까 후회막심??,2020.02.26
미스터쇼(Mr.SHOW),4,생각보다는,재밌긴 했어요. 기대에는 못 미침,2020.02.26
미스터쇼(Mr.SHOW),5,너만 안 본 거!!!!,"아직 안 보셨다면,이번 시즌도 못 보셨다면...다음 시즌엔 절대로 놓치지 마세요.",2020.02.24
미스터쇼(Mr.SHOW),5,최고의 무대,박칼린감독님 감사합니다,2020.02.24
미스터쇼(Mr.SHOW),5,멋진무대,감사합니다,2020.02.24
미스터쇼(Mr.SHOW),5,빨리 다음 시즌으로,만나고 싶어요!,2020.02.24
미스터쇼(Mr.SHOW),5,감사합니다,"멋진 쇼, 감사합니다",2020.02.24
미스터쇼(Mr.SHOW),5,"엄마도 여자다, 할머니도 여자다!",미스터쇼:),2020.02.24
미스터쇼(Mr.SHOW),5,감사했어요,"엄마도 여자다, 할머니도 여자다!",2020.02.24
미스터쇼(Mr.SHOW),5,최고의 쇼,또 만나요,2020.02.24
미스터쇼(Mr.SHOW),5,또 만나요!,"다시 돌아와도 되냐고 물으셨죠, 박칼린 감독님!네! 오픈런해주세요!!!!!",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),3,미스터쇼,"매 시즌 보고 있는데, 다음 시즌에 돌아올 때는 다른 에피소드와 의상으로 돌아와줬으면... 변화가 필요할 것 같습니다.",2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),4,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,나의 이상형을 찾아보세요♥,재밌게 잘 보고 왔어요,2020.02.24
미스터쇼(Mr.SHOW),5,덕분에..,행복했습니다 ㅠ 너무 좋았어요!!! 다음에도 또 보러갈게요,2020.02.24
미스터쇼(Mr.SHOW),5,너무좋아요,다음시즌 언제죠 ㅠ 얼마나 기다려야할까요 ㅠ 너무 재밌어요,2020.02.24
미스터쇼(Mr.SHOW),5,너무 좋았어요,빨리 다음시즌이 왔으면 좋겠어요 ㅠ,2020.02.24
미스터쇼(Mr.SHOW),4,미스터쇼(Mr.SHOW),미스터쇼(Mr.SHOW),2020.02.24
미스터쇼(Mr.SHOW),5,추천추천,미스터 배우님들도 mc님도 최고입니다!&#128077;,2020.02.23
미스터쇼(Mr.SHOW),5,후회 안하실거에요,레존으로 갔는데 계탔어요..어우^^ 첨엔 좀 민망해서 제대로 못봤는데 갈수록 뜨이는 눈과 치솟는 광대^^ 다음 공연 또 갈거에요..이거 n차 왜 찍는지 알겠어...박칼린선생님 배우분들 취향별로 다 데려오신 듯..두툼 근육부터 슬랜더 근육까지 너무..너무...좋아요...네,2020.02.22
